PROJECT REFERENCE NUMBER|DESCRIPTION|ARCHITECT|TOP NUMBER|DATE ISSUED|FLOOR AREA|COST|RESIDENTIAL UNITS
A0833-01219-2012-BP01|RECONSTRUCTION OF EXISTING 2-STOREY SEMI-DETACHED DWELLING HOUSE TO 3-STOREY SEMI-DETACHED DWELLING HOUSE WITH ATTIC ON LOT 00926A MK 27 AT 16 LORONG SIGLAP|CHER TSHE SUAH|201439835|10/01/2014|260.54|800000|1
A0647-25801-2010-BP01|LIFT UPGRADING PROJECT OF PUBLIC HOUSING DEVELOPMENT COMPRISING 1 BLOCK OF 4/10-STOREYS, RESIDENTIAL PUBLIC HOUSING ON LOT 04466V MK-22 AT HOUGANG AVE 10 (BLK 416) - THIS TEMPORARY OCCUPATION PERMIT IS GRANTED FOR LIFT D OF BLOCK 416 ONLY|JOHN SEAH SENG NGUAN|201439837|13/01/2014||0|0
A0814-00001-2011-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING 5 BLOCKS OF 14-STOREY TO 19-STOREY RESIDENTIAL BUILDING (TOTAL : 792 UNITS) WITH A BLOCK OF MULTI-STOREY CARPARK, COMMUNITY FACILITIES, ESS, CHILDCARE CENTRE, PRECINCT PAVILION AND RESIDENTS' COMMITTEE CENTRE (HOUGANG N4 C17) ON LOTS 02154A  & 02156N  MK 21, 09147C , 09456N  & 97709P  MK 22 AT UPPER SERANGOON CRESCENT - THIS TOP IS ISSUED TO BLOCK 471B (EXCLUDING RC CENTRE) ONLY|CHOY MENG YEW|201439840|13/01/2014|117545.98|113000000|0
A1378-00001-2010-BP01|PROPOSED NEW ERECTION OF 12-BLOCKS OF 15-STOREY CONDOMINIUM DEVELOPMENT [TOTAL 696 UNITS], COMPRISING OF BASEMENT CARPARKS, COMMUNAL FACILITIES AND SWIMMING POOL AT TAMPINES AVE 1 ON LOT(S) 7068A  MK28 AT TAMPINES AVENUE 1|CHONG NAN HING|201439841|13/01/2014||0|696
A1770-00056-2012-BP01|ERECTION OF A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC / ROOF TERRACE ON LOT 01543V MK 18 AT NO 7 JALAN TELANG---THIS TOP EXCLUDING LIFT|TAN EE KHENG|201439843|13/01/2014|509.0|877900|0
A1378-00007-2010-BP01|ERECTION OF A PUBLIC HOUSING DEVELOPMENT COMPRISINGOF A 6 BLOCKS OF 17-STOREY RESIDENTIAL BUILDINGS AND 1 BLOCK OF6-STOREY MULTI-STOREY CARPARKS WITH COMMUNITY FACILITIES ON LOT 03721T MK 06 AT BOON LAY DRIVE - THIS TOP IS ISSUED FOR BLK 196 (MSCP) ONLY|CHONG NAN HING|201439850|13/01/2014|74268.34|68000000|0
A1419-00013-2002-BP01|REINSTATEMENT OF 3 BLOCKS OF 1-STOREY STORAGE SHED, 1 BLOCK OF 1-STOREY MOULDING PLANT, 2 BLOCKS OF 1-STOREY WORKSHED TO EXISTING SAWMILLING COMPLEX ON LOT(S) 262PT, 450 & 556 AT 29 SUNGEI KADUT STREET 4|NG DICK YOUNG|201439858|13/01/2014||0|0
A0779-00015-2011-BP01|ERECTION OF A 10-STOREY RAMP-UP MULTIPLE-USER GENERAL INDUSTRIAL DEVELOPMENT WITH A STAFF CANTEEN (TOTAL :141 FACTORY UNITS) ON LOTS 00240K & 00241N  MK14 AT 6D MANDAI ESTATE|LIM MENG HWA|201439860|14/01/2014||0|0
A1758-00029-2012-BP01|ADDITIONS & ALTERATIONS TO EXISTING 3-STOREY CONSERVED BUILDING WITH ROOF MEZZANINE AND CHANGE OF USE FOR 2ND & 3RD STOREYS AND ROOF MEZZANINE FROM OFFICE TO BOARDING HOUSE INVOLVING NEW RC FLAT ROOF OVER REAR COURTYARD   ON LOT(S) 99497N  TS06 AT 73 PAGODA STREET|LIM MENG YI|201439862|14/01/2014|239.79|300000|0
A0537-00190-2010-BP01|ADDITIONS & ALTERATIONS TO THE EXISTING PUBLIC HOUSING DEVELOPMENT TO BLOCKS 154, 156, 162, 163, 164, 165 & 166 ON LOT(S) 01333N , 01334X , 01335L , 01336C , 01336L , 01342V , 01343P , 01344T , 01345A , 01364N , 01367C , 01368M , 01370C , 01371M , 01398C , 01399M , 02099N  & 02836T  MK13 AT WOODLANDS STREET 13 ---THIS TOP ISSUED FOR  BLOCK 163 (LIFT A), BLOCK 164 (LIFT A), BLOCK 165 (A, B, D & E) & BLOCK 166 (LIFT A, B & C)  ONLY|GOH PENG THONG|201439863|14/01/2014|648.48|2439699|0
A1220-00001-2010-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING 3 BLOCKS OF 31-STOREY RESIDENTIAL BUILDING (TOTAL 832 UNITS), 1 BLOCK OF MULTI-STOREY CAR PARK WITH ESS AND FUTURE COMMUNITY FACILITIES & PRECINCT PAVILION AT MARSILING ROAD/ MARSILING RISE ON LOT 4103X  MK13 AT MARSILING ROAD/ MARSILING RISE[THIS TEMPORARY OCCUPATION PERMIT IS GRANTED FOR BLOCK 180C ONLY]|CHIN THOE CHONG|201439865|14/01/2014|68989.35|74500500|420
A0449-00025-2011-BP01|RECONSTRUCTION TO THE 2-STOREY CORNER TERRACE DWELLING  HOUSE WITH BASEMENT ON LOT 08296V MK 18 AT 96 YIO CHU KANG GARDENS|LAU WAI MUN|201439864|14/01/2014|352.24|560000|0
A1156-00008-2011-BP01|ERECTION OF A 3-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT, AN ATTIC AND A SWIMMING POOL ON LOTS 5892A & 5893K MK 22 AT 24 & 26 LIM AH PIN ROAD|Tan Tee Hong|201439867|14/01/2014|2319.82|3000000|1
A0647-00262-2010-BP01|LIFT UPGRADING PROJECT OF PUBLIC HOUSING DEVELOPMENT COMPRISING 12 BLOCKS OF RESIDENTIAL PUBLIC HOUSING (BLOCKS 941 TO 950 AND 952 TO 953)AT JURONG WEST STREET 91-THIS TEMPORARY OCCUPATION  PERMIT IS GRANTED FOR LIFT D OF BLOCK 945 AND LIFT A & B OF BLOCK 946 AT JURONG WEST STREET 91|JOHN SEAH SENG NGUAN|201439870|14/01/2014||0|0
A1832-00001-2010-BP01|PROPOSED EXECUTIVE CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 8 BLOCKS OF 12-STOREY RESIDENTIAL BUILDING WITH PENTHOUSE (TOTAL 406 UNITS), BASEMENT CARPARK, SWIMMING POOL & COMMUNAL FACILITIES AT MK19 LOT 3110L AT YISHUN AVENUE 11 ON LOT 3110L  MK19|LOW ENG SIM JORGE|201439871|14/01/2014|46395.18|70000000|406
A0414-00103-2013-BP01|ERECTION OF A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 00640L MK 18 AT 14 JALAN LANJUT (ANG MO KIO PLANNING AREA)|YANG KIAM WA|201439872|14/01/2014|420.75|730000|1
A0489-00022-2011-BP01|ERECTION OF A 3-STOREY DETACHED DWELLING HOUSE WITH BASEMENT ON LOT 00480T MK 5 AT 20 JALAN KAKATUA|RONNIE GOH SIEW HUAT|201439873|14/01/2014|895.2|2409000|1
A1278-01221-2012-BP01|ERECTION OF 2 UNITS OF 2-STOREY SEMI-DETACHED DWELLING HOUSES WITH AN ATTIC EACH ON LOT 98007W MK 18 AT 7 & 7A BERWICK DRIVE|MR HO POH KONG|201439876|14/01/2014|718.34|1300000|2
A0980-00488-2011-BP01|PART 4-STOREY/ PART 9-STOREY EXTENSION WITH 2 BASEMENT CAR PARKS AND ADDITIONS & ALTERATIONS TO EXISTING SINGAPORE INSTITUTE OF MANAGEMENT MK05 ON LOTS 07006N, 08556P, 08774L AT 461 CLEMENTI ROAD (BUKIT TIMAH PLANNING AREA) - PHASE 2A AT GRIDLINES A-E/1-13 AT BASEMENT 2; A-E/1-13 & F-I/1A - 5A AT BASEMENT 1; A-E/1-11 AT LEVEL 1 TO UPPER ROOF STOREY|CHEANG ENG CHENG JOSEPH|201439869|14/01/2014|56654.43|13700000|0
A1578-00001-2012-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT, BLKS 572 TO 574 WITH UPGRADING OF EXTG LIFTS / LIFT LOBBIES AT PASIR RIS STREET 53 (LUP)  ON LOT(S) 1434P  & 2455A  MK29 AT 574 PASIR RIS STREET 53 SINGAPORE 510574,  572 PASIR RIS STREET 53 SINGAPORE 510572,  573 PASIR RIS STREET 53 SINGAPORE 510573,  572 PASIR RIS STREET 53 SINGAPORE 510572,  573 PASIR RIS STREET 53 SINGAPORE 510573,  574 PASIR RIS STREET 53 SINGAPORE 510574- THIS PARTIAL TOP IS FOR BLKS 573 LIFT B & 574 LIFT B|ANG MAE-LI|201439880|14/01/2014||461800|0
A0781-00011-2010-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING 14 BLOCKS OF 15-STOREY RESIDENTIAL BUILDING (TOTAL:1408 UNITS) AND 2 BLOCKS OF MULTI-STOREY CARPARK WITH COMMUNITY FACILITIES & PRECINCT PAVILION ON LOT 03069W MK19 AT YISHUN AVENUE 6,  YISHUN STREET 31 [THIS PARTIAL TOP IS GRANTED FOR BLOCK 334 MSCP AND BLOCK 334B ONLY]|WONG TOON JIN|201439894|15/01/2014||0|0
A1987-00056-2009-BP01|RECONSTRUCTION OF THE EXISTING REGAL THEATER TO A 4-STOREY COMMERCIAL DEVELOPMENT WITH RETAIL ON THE 1ST-STOREY ON LOT 01387X MK01 3501, JALAN BUKIT MERAH (BUKIT MERAH PLANNING)- THIS PARTIAL TOP IS GRANTED  FOR 1ST STOREY - ALL AREAS EXCEPT LIFT A (GRIDLINE 1-2/A-B), 2ND STOREY - ALL AREAS, 3RD STOREY (A) STAIRCASE C (GRIDLINE 1-2/E-F) (B) STAIRCASE D (GRIDLINE 6-8/E-F)  AND 4TH STOREY (A) STAIRCASE C & D  (B) OPEN M&E AREA (GRIDLINE 2-6/C2-F)|MELVIN H J TAN|201439902|16/01/2014|5895.72|12000000|0
A1066-00531-2007-BP01|ERECTION OF A 18-STOREY MIXED DEVELOPMENT COMPRISING OF SHOPS AT 1ST AND 2ND STOREY, CARPARKS FROM 2ND TO 6TH STOREY, SKY TERRACE AND RECREATIONAL FACILITIES AT 7TH STOREY AND RESIDENTIAL FLATS (TOTAL 56 UNITS) FROM 8TH TO 18TH STOREY ON LOT 05113X  MK26 AT 42 EAST COAST ROAD [THIS TOP IS GRANTED FOR SHOP-1 AT 1ST STOREY AND SHOP/OFFICE-1 AT 2ND STOREY ONLY]|TANG PEAK KANG|201439907|16/01/2014||0|0
A1369-00971-2010-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING OF 10 BLOCKS OF 15-STOREY RESIDENTIAL BUILDING (TOTAL 1036 UNITS) WITH COMMUNITY FACILITIES, 2 MULTI STOREY CAR PARKS, PRECINCT PAVILION, ESS, EATING HOUSE & COMMERCIAL FACILITIES ON LOT 02339W PT MK 21 AT SENGKANG EAST AVENUE [THIS TOP IS ISSUED FOR BLK 282A ONLY]|STEVEN LOW KONG YEN|201439908|16/01/2014|13553.324|13246592|0
E3341-00301-2013-BP01|ADDITIONS & ALTERATIONS TO EXISTING 2-STOREY SINGLE-USER INDUSTRIAL DEVELOPMENT INVOLVING ERECTION OF A BIN CENTRE & A 22KV SUBSTATION ON LOTS 03654C, 03656W, 04457K & 04471P  MK 07 AT 103 PIONEER ROAD|MR TEOH HOCK GUAN|201439912|16/01/2014|491.805|3300000|0
E3098-00015-2012-BP01|SINGLE STOREY TEMPORARY HOLDING BUILDING AT CARPARK D NANYANG TECHNOLOGICAL UNIVERSITY ON MK08 ON LOTS 00173W, 00174V, 00175P, 00176T, 00177A, 0178K, 00179N, 00180A, 00181K, 00182N, 00183X, 00184L, 00185C, 00186M, MK09 ON LOTS 00029L, 00384T, 00385A, 00392L, 01285K, 01286N, 01287X, 01288L &, 01289C  AT NANYANG DRIVE|TAN KING HEONG|201439915|16/01/2014|550.0|1060598|0
A1485-00002-2010-BP01|HDB PUBLIC HOUSING DEVELOPMENT COMPRISING OF 3 RESIDENTIAL BLOCKS OF 16 STOREY AND 2 BLOCKS OF 15 STOREY (TOTAL 522 UNITS) WITH A MULTI-STOREY CARPARK BLOCK, ESS AND PRECINCT PAVILION (TAMPINES N8C26) - THIS TOP IS ISSUED FOR BLK 869B ONLY|LOH JU-HON|201439918|17/01/2014||0|0
A0659-00198-2010-BP01|ERECTION OF A 5-STOREY RESIDENTIAL CONDOMINIUM DEVELOPMENT (TOTAL 163 UNITS) WITH ATTIC, OPEN ROOF TERRACE, SWIMMING POOL & SURFACE CARPARKS ON LOTS 10845X, 10846L, 10847C , 08761A PT & 11897C(SL)PT MK 18 AT CARDIFF GROVE|HUAY KWOK MENG ERIC|201439922|17/01/2014||0|163
A1682-00067-2012-BP01|RECONSTRUCTION OF AN EXISTING 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE INTO A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH A ROOF TERRACE ON LOT 02753N MK06 AT 96 YUNNAN CRESCENT|TAI YIH WEN|201439925|17/01/2014|317.0|7500000|1
A1365-10005-2010-BP01|ERECTION OF A 17-STOREY BUILDING WITH 3 BASEMENT COMPRISING OF A 5-STOREY SHOPPING COMPLEX AND A 12-STOREY OFFICE TOWER ON LOT 8460N  MK05 AT 50 & 52 JURONG GATEWAY ROAD -THIS TOP IS ISSUED FOR OFFICE LOBBY AT B3, B2, 1ST STOREY, STAIRCASE ON GL 8-9/K-N AT 5TH STOREY, MND GENSET ROOM, OFFICE (#06-01), RESTAURANT(#06-03), CSP LIFT AT 5TH STOREY TO 6TH STOREY, FOOD COURT LIFT AT 5TH TO 7TH STOREY, ROOF AREA AT 6TH & 7TH STOREY AND OFFICE TOWER AT B3, B2, 1ST STOREY & 6TH TO 17TH STOREY|YEO SIEW HAIP|201439927|17/01/2014||0|0
A0704-47802-2011-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT, BLOCKS 222, 224 TO 227, 235 TO 237 WITH NEW LIFTS / LIFT LOBBIES ON LOTS 12549K, 12267A, 12547T, 12269N & 16586W MK 18 AT BISHAN STREET 22 / 23(THIS TOP IS GRANTED FOR BLOCK 222 LIFT 'A')|LIM BOON LENG JOHN|201439928|17/01/2014|2632.3|5967349|0
A0812-11009-2011-BP01|ERECTION OF A 3 UNITS OF 3-STOREY TERRACED DWELLING HOUSES EACH WITH AN ATTIC & ROOF GARDEN AND SWIMMING POOL AT CORNER TERRACED UNITS ON LOTS 06695A  & 06696K  MK26 AT 18 LORONG 106 CHANGI|CHIONH CHYE LUAY|201439930|17/01/2014|967.2671|1800000|3
A1607-00042-2013-BP01|RECONSTRUCTION OF AN EXISTING 2-STOREY CORNER TERRACE DWELLING HOUSE ON LOT 02795T MK 20 AT 1 LENTOR PLACE|GABRIEL KON SU YE|201439931|17/01/2014||0|1
A0814-00015-2010-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING 8 BL0CKS OF 13-STOREY RESIDENTIAL BUILDING (TOTAL 696 UNITS) WITH A BLOCK OF MULTI-STOREY CARPARK, COMMUNITY FACILITIES, ESS, MINIMART, EATING ESTABLISHMENT, SHOPS, PRECINCT PAVILION AND RESIDENTS' COMMITTEE CENTRE ON LOTS 3235P PT & 1609M PT MK19 AT YISHUN AVENUE 1 / YISHUN STREET 41 (YISHUN N4 C7)[THIS PARTIAL TOP IS GRANTED FOR BLOCK 431 (MSCP) EXCLUDING ROOF GARDEN]|CHOY MENG YEW|201439935|17/01/2014||0|0
A1379-00002-2010-BP01|ERECTION OF A 3-STOREY CORNER TERRACE DWELLING HOUSE ON LOT 01890K MK 28 AT 54 TAMAN SELAMAT|KELVIN KAN POH-LUM|201439944|18/01/2014|549.0|1000000|1
A1011-01029-2010-BP01|ERECTION OF A 5-STOREY RESIDENTIAL APARTMENT BUILDING (TOTAL 5 UNITS) ON LOT 06444X MK 26 AT 105 LORONG G TELOK KURAU|YAP MONG LIN|201440114|28/01/2014|1196.94|2433105|5
A0870-00002-2012-BP01|ADDITIONS AND ALTERATIONS TO THE EXISTING HDB PUBLIC HOUSING LAYOUT AT WHAMPOA PRECINCT (BLK 83, 84, 94 TO 96, 99 TO 101) LUP ON LOTS S09082A,09083K,09086L,09087C,09088M,09091M,09092W,09093V, 09094P MK 17 AT WHAMPOA DRIVE - THIS TOP IS ISSUED FOR BLOCK 84 & 99 LIFT A ONLY|CHOY KAH KIN|201440122|29/01/2014||473100|0
A1889-00008-2010-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT,  BLOCKS 9 TO 12, 14 TO 20 & 23 WITH NEW LIFTS / LIFT LOBBIES AND ENTRANCE PORCHES ON LOT(S) 5728M , 5729W , 5730C , 5731M , 5733V , 5734P , 5735T , 5736A , 5737K , 5738N , 5755N , 5756X , 5757L , 5758C  & 9853A  MK17AT ST. GEORGE'S ROAD (LIFT UPGRADING PROGRAMME)--- THIS PARTIAL TOP ISSUED FOR BLKS 14 LIFT A & 20 LIFT A|YUEN YI MAY|201439947|20/01/2014|1800.0|7973788|0
A1788-00006-2013-BP01|ADDITIONS AND ALTERATIONS TO EXISTING PART 1ST STOREY VOID DECK TO CHILD CARE AT BLK 208A, 208B, 289C & 289D PUNGGOL PLACE ON LOT 02229X MK 21, PUNGGOL PLANNING AREA- THIS PARTIAL TOP IS FOR BLOCK 289C AND 289D|CHIN KEAN KOK|201439951|20/01/2014||555700|0
A1417-00002-2011-BP01|1 BLOCK OF 7-STOREY BUILDING WITH 1 MEZZANINE STOREY AND 1 BASEMENT CARPARK ON LOT 04830V  MK03 AT 21 BIOPOLIS ROAD|WONG WAI YING|201439953|20/01/2014||0|0
A0849-00045-2011-BP01|PROPOSED ADDITION AND ALTERATION TO EXISTING BASEMENT 1, 1ST TO 7TH STOREY INVOLVING CHANGE OF USE TO PART AREA OF HOTEL NIGHTCLUB TO SHOP AND OFFICE TO HEALTH CENTRE OF EXISTING TANG PLAZA ON LOT(S) 972L , 973C , 974M  & 975W  TS27 AT 310  ORCHARD ROAD[THIS TEMPORARY OCCUPATION PERMIT IS ISSUED FOR BASEMENT 1 ONLY]|TONY ANG KONG SIONG|201439955|20/01/2014||0|0
A1310-01208-2012-BP01|RECONSTRUCTION TO THE EXISTING 3-STOREY SEMI-DETACHED DWELLING HOUSE WITH ADDITION OF AN ATTIC ON LOT 03489X MK20 AT 73 LENTOR STREET|FONG SEE CHET|201439957|20/01/2014|609.02|650000|1
A1994-00041-2010-BP01|ADDITIONS AND ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT BLOCKS 129 TO 134 WITH NEW LIFTS / LIFT LOBBIES AT ANG MO KIO AVE 3 (LUP) ON LOTS 16218N , 16219X , 16220K , 16221N , 16222X , 16223L  & 16224C  MK18 AT ANG MO KIO AVENUE 3(THIS TOP IS GRANTED FOR BLK 131 LIFT A, B, C, E & F)|ONG LI CHING GIDGETELENA|201439961|21/01/2014|2341.75|7707800|0
A0784-01168-2011-BP01|ADDITIONS AND ALTERATIONS TO EXISTING 3-STOREY NANYANG COMMUNITY CLUB WITH ADDITION OF A 4TH STOREY ON LOT 00598L MK 09 AT 60 JURONG WEST STREET 91|CHUA SEOW ANN|201439963|21/01/2014|1893.04|4706011|0
A0650-00101-2012-BP01|NEW ERECTION OF 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 01281A MK 26 AT 37G LORONG STANGEE|FREDDIE CHIA HO KHENG|201439964|21/01/2014|381.63|871400|1
A1404-00306-2010-BP01|ERECTION OF A BLOCK OF 8 STOREY RESIDENTIAL FLATS (TOTAL 71 UNITS) WITH 1ST STOREY AND 2ND STOREY CAR PARKS AND PROVISION FOR A SWIMMING POOL ON LOT 02984A MK 24 AT LORONG 39 GEYLANG|CHAN SZE CHIN|201439967|21/01/2014|6242.35|10610000|71
E4111-00020-2013-BP01|ADDITIONS & ALTERATIONS TO EXISTING SINGLE USER  PHARMACEUTICAL MANUFACTURING FACILITY ON LOT 3633K  MK 7 (JTC PLOT A3001873)|ONG MENG WAN|201439968|21/01/2014||3000000|0
A1702-00004-2013-BP01|ADDITIONS & ALTERATIONS TO THE EXT'G 1-STOREY VISITOR SERVICES CENTRE, INCL. CHANGE OF USE OF THE EXT'G BRIEFING ROOM TO NEW SHOP / M&E ROOM, AND RETENTION OF THE AS-BUILT SHOP AT SINGAPORE BOTANIC GARDENS AT 1 CLUNY ROAD ON LOT(S) 1419N  TS25 AT 1 CLUNY ROAD VISITOR SERVICES CENTRE, SINGAPORE BOTANIC GARDENS SINGAPORE 259569  -THIS PARTIAL TOP IS GRANTED FOR THE CHANGE OF USE OF THE EXISTING BRIEFING ROOM TO NEW SHOP/M & E ROOM [GRID 16-19/C-F]  AND RETENTION OF THE AS-BUILT SHOP [GRID 17-20/G-K]AT BOTANIC GARDENS|SIAN CHONG PING|201439970|21/01/2014||0|0
A1754-00020-2010-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT BLOCKS 185 TO 187 WITH NEW LIFTS / LIFT LOBBIES ON LOT 2753T MK10 AT BUKIT BATOK WEST AVENUE 6 (TOP FOR BLOCK 186 LIFT 'A' & 'B' ONLY)|LEE CHAY PEW PATRICK|201439972|21/01/2014||0|0
E3187-20028-2012-BP01|RECONSTRUCTION OF AN EXISTING 3-STOREY INTERMEDIATE TERRACE  DWELLING HOUSE ON LOT 2045W MK 20 AT 34 FLORISSA PARK, SINGAPORE 789617|SAMSON TAN BOON HUA|201439976|21/01/2014|341.366|540000|1
A1982-00003-2010-BP01|ADDITIONS & ALTERATIONS TO THE EXISTING 3 STOREY BUDDHIST TEMPLE INVOLVING RECONSTRUCTION OF THE EXISTING 3 STOREY MONK'S QUARTER TO 5 STOREY WITH BASEMENT ON LOT 98879N & 02398P MK01 AT 50 B JALAN BUKIT MERAH|LIM HWA CHIANG|201439980|21/01/2014|1526.69|4500000|0
E3206-01870-2011-BP01|RECONSTRUCTION OF EXISTING 2-STOREY CORNER TERRACE DWELLING HOUSE ON LOT 8324P MK18 AT 55 FULTON AVENUE  (BISHAN PLANNING AREA)|GOH YONG CHENG|201439983|21/01/2014|353.28|600000|1
E4157-00032-2012-BP01|ADDITIONS & ALTERATIONS TO THE EXISTING 2-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT AND AN ATTIC ON LOT 06247A MK 25 AT 124 BRANKSOME ROAD|LIM TSUN CHIET|201439982|21/01/2014|48.75|670000|0
A1756-00003-2012-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT, BLKS 9 TO 11 AT MARSILING DRIVE (LIFT UPGRADING PROGRAMME) ON LOT(S) 2298M , 5056P , 5057T , 5058A , 5059K , 5060T , 5061A , 5062K , 5063N , 5064X , 5065L , 5512M , 5513W  & 884X  MK13 AT MARSILING DRIVE SINGAPORE 730011,  MARSILING DRIVE SINGAPORE 730010,  MARSILING DRIVE SINGAPORE 730009|LIM KENG YONG|201439985|21/01/2014||148493|0
A0847-00016-2010-BP01|ADDITIONS AND ALTERATIONS TO THE EXISTING HDB PUBLIC HOUSING LAYOUT AT PASIR RIS PRECINCT (BLOCK 109 TO 117) LUP ON LOT 01755T MK 31 AT PASIR RIS STREET 11 [PHASE 6 PARTIAL TOP FOR BLOCK 112 LIFTS A, B, C & D ONLY]|HAZEL YEO SOH CHOO|201439986|21/01/2014|3935.899|9517100|0
A2071-11085-2012-BP01|ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC AND SWIMMING POOL ON LOT 98919A MK 18 AT NO. 35 PORTCHESTER AVENUE|WU YEN YEN|201439991|21/01/2014|637.76|1310000|1
A1848-00813-2009-BP01|ERECTION OF 1 BLOCK OF 12-STOREY WITH 3 BASEMENT CARPARKS FOR THE NATIONAL HEART CENTRE SINGAPORE ON LOT 00467K TS22 AT 5 HOSPITAL DRIVE (THIS TOP EXCLUDES 10TH STOREY GRIDLINE A TO E/ 1 TO 8)|THOMAS HO KWOK TAO|201439994|22/01/2014|50265.94|174808000|0
A1608-00002-2008-BP01|PROPOSED CONDOMINIUM DEVELOPMENT COMPRISING 1 BLOCK OF 34-STOREY RESIDENTIAL TOWER (TOTAL 329 UNITS) WITH A 6-STOREY PODIUM OF CAR PARKS ON LOT 16773N MK 18 AT ANG MO KIO AVENUE 8 LAND PARCEL ANG MO KIO S6 (ANG MO KIO PLANNING AREA)|TEOH HAI PIN|201440005|22/01/2014||0|0
E3297-00009-2013-ST02|CONTRACT T2145: SEWER DIVERSION WORKS (PACKAGE D) AT KADAYANALLUR STREET|ER. CHEANG YEW KEE|201440007|22/01/2014||0|0
A1607-00036-2011-BP01|ERECTION OF HOUSE TO 3-STOREY DETACHED DWELLING HOUSE ON LOT 04398X MK 17 AT 5 PARK VALE (BUKIT TIMAH)|GABRIEL KON SU YE|201440012|22/01/2014|849.61|3500000|1
A0704-00473-2010-BP01|RESIDENTIAL PUBLIC HOUSING DEVELOPMENT COMPRISING 9 BLOCKS OF 17-STOREY FLATS (TOTAL:856 UNITS) AND 2 LEVELS CARPARK WITH LANDSCAPE GARDEN COMMUNITY FACILITIES, PRECINCT PAVILION & ESS ON LOT 2226A  MK21 AT PUNGGOL WAY/PUNGGOL CENTRAL [THIS TOP IS FOR BLK 266B ONLY]|LIM BOON LENG JOHN|201440013|22/01/2014||0|0
A0847-00014-2011-BP01|ADDITIONS AND ALTERATIONS TO THE EXISTING HDB PUBLIC HOUSING LAYOUT AT PASIR RIS PRECINCT BLOCKS 448, 450 TO 454, 470 & 475  ON LOT(S) 1679P, 1754P AND 1743K MK 31 AT PASIR RIS DRIVE 6 NEIGHBOURHOOD 4, CONTRACT 6, 8 & 8B-THIS TOP IS ISSUED FOR FOR BLOCK 448 LIFT A & BLOCK 454 LIFT A ONLY|HAZEL YEO SOH CHOO|201440000|22/01/2014|2710.57|8543300|0
A1994-00002-2012-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT BLOCKS 479 & 482 WITH NEW LIFTS / LIFT LOBBIES AT JURONG WEST ST 41 (LUP) ON LOTS 1907A, 1908K, 1909N, 1928L, 1929C, 1930X, 1931L, 1972A, 1973K, 1977C, 1979W, 1996W, 1997V, 1998P, 1999T, 2000W, 2001V, 2003T, 2005K, 2006N, 2007X, 2008L, 2010X, 2011L, 2012C, 2013M, 2257T, 2258A, 2268W, 2269V, 3701W, 3704T, 3706K, 3708X, 3979X & 4085P MK06 [FOR BLOCK 479 LIFT A & BLOCK 482 LIFT A]|ONG LI CHING GIDGETELENA|201440008|22/01/2014|42.14|1566024|0
A1578-00008-2012-BP01|PROPOSED ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT, BLKS 272 TO 275  WITH UPGRADING OF EXT'G LIFTS/LIFT LOBBIES  AT PASIR RIS STREET 21 (LIFT UPGRADING PROGRAMME) - ON LOT(S) 2852V  & 3803C  MK31 AT 273 PASIR RIS STREET 21 SINGAPORE 510273,  275 PASIR RIS STREET 21 SINGAPORE 510275,  274 PASIR RIS STREET 21 SINGAPORE 510274,  272 PASIR RIS STREET 21THIS TEMPORARY OCCUPATIONAL PERMIT IS ISSUED FOR BLOCKS 273 LIFT B, 274 LIFT B & 275 LIFT B ONLY|ANG MAE-LI|201440009|22/01/2014||0|0
A1533-00020-2011-BP01|ERECTION OF A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH A SWIMMING POOL & ATTIC ON LOT 2049C MK18 AT 63 SELETAR HILLS DRIVE [PARTIAL TOP FOR LIFT ONLY]|LUA KOK LEONG|201440020|23/01/2014|396.8|700000|1
